province,city_name,city_code,rain24h
江西省,万年,Eploe,0.0
山东省,福山,xRWQS,0.0
湖南省,冷水江,gUDwK,0.0
湖南省,邵东,qChSW,0.0
广西壮族自治区,柳江,NdusB,0.0
贵州省,兴仁,PYXIV,0.0
云南省,峨山,xvRTr,0.0
黑龙江省,尚志,JAcDZ,0.0
江苏省,太仓,ZOrBB,0.0
福建省,仙游,iHCBC,0.0
山东省,德州,polCM,0.0
河南省,长垣,tvhjZ,0.0
云南省,陇川,IPydV,0.0
新疆维吾尔自治区,巴楚,maCEn,0.0
新疆维吾尔自治区,达坂城,wmimk,0.0
新疆维吾尔自治区,天池,WiYil,0.0
北京市,延庆,FzrMk,0.0
河北省,张北,Ykfmn,0.0
辽宁省,沈阳,xasvS,0.0
江苏省,淮安区,DXKse,0.0
浙江省,萧山,wdcXE,0.0
山东省,薛城,fDkIG,0.0
四川省,盐边,BXVJQ,0.0
贵州省,晴隆,rKyfM,0.0
新疆维吾尔自治区,米东区,gIolY,0.0
天津市,蓟州,eiGrT,0.0
辽宁省,本溪,fZXDt,0.0
上海市,崇明,fndTJ,0.0
江苏省,邳州,EizdM,0.0
福建省,平潭,aZFOr,0.0
山东省,东明,bxfmq,0.0
广西壮族自治区,鹿寨,waYqJ,0.0
四川省,木里,bmyFo,0.0
宁夏回族自治区,陶乐,wODLX,0.0
新疆维吾尔自治区,尼勒克,eGeWh,0.0
黑龙江省,克山,CbmDS,0.0
山东省,菏泽,MGAnB,0.0
广西壮族自治区,崇左,Pnyfc,0.0
四川省,理塘,AJBNE,0.0
贵州省,剑河,WXmQk,0.0
云南省,耿马,ASpgY,0.0
青海省,河南,PdgVo,0.0
天津市,黑牛城,eAfAu,0.0
内蒙古自治区,满洲里,lpQez,0.0
浙江省,镇海,VdwKZ,0.0
广东省,揭西,iBvsp,0.0
西藏自治区,贡嘎,ZBHIZ,0.0
黑龙江省,方正,pIYbE,0.0
江西省,进贤,CBQqX,0.0
广东省,连山,auxCc,0.0
广西壮族自治区,武宣,WUgNU,0.0
四川省,汶川,TSnaG,0.0
内蒙古自治区,乌拉特后旗,EbPeZ,0.0
浙江省,柯桥,VzTiT,0.0
浙江省,江山,GJsUv,0.0
山东省,巨野,vcePU,0.0
湖南省,祁东,PHwxt,0.0
广东省,遂溪,ZoOgZ,0.0
吉林省,辉南,pzlTe,0.0
吉林省,通榆,cdzFO,0.0
黑龙江省,呼中,UYVbv,0.0
黑龙江省,泰来,xcfkz,0.0
山东省,枣庄,rXLkZ,0.0
西藏自治区,江孜,QDuTR,0.0
青海省,治多,tlZCx,0.0
河北省,秦皇岛,SBrmr,0.0
辽宁省,康平,BNXKe,0.0
浙江省,莲都,DYqLs,0.0
西藏自治区,达孜,IqfNl,0.0
新疆维吾尔自治区,托克逊,xKqfo,0.0
内蒙古自治区,阿拉善左旗,ijwRt,0.0
吉林省,和龙,VEYqP,0.0
上海市,奉贤,BOoen,0.0
江西省,峡江,pMHJc,0.0
云南省,呈贡,cHXNh,0.0
宁夏回族自治区,石嘴山,jNMZg,0.0
新疆维吾尔自治区,泽普,aFKNj,0.0
黑龙江省,五常,wDTbt,0.0
浙江省,南浔,mWMSb,0.0
贵州省,六枝,XTKOc,0.0
云南省,丽江,AwEIF,0.0
云南省,六库,LIOMK,0.0
山西省,和顺,tOgRV,0.0
山西省,静乐,KcsUl,0.0
湖南省,娄底,ZrEsO,0.0
广西壮族自治区,德保,rBrTd,0.0
广西壮族自治区,邕宁,vJqiP,0.0
河北省,藁城,BMDXb,0.0
山西省,岢岚,ucItd,0.0
内蒙古自治区,多伦,AinEl,0.0
广西壮族自治区,南宁,dvHfb,0.0
广西壮族自治区,龙州,fwsCN,0.0
内蒙古自治区,海拉尔,ZnVfr,0.0
辽宁省,西丰,arJtC,0.0
吉林省,梅河口,aEizR,0.0
黑龙江省,伊春,BAQLD,0.0
江苏省,盐都,XABKt,0.0
浙江省,德清,FVPPn,0.0
江西省,修水,kmdsU,0.0
江西省,永丰,LZRYi,0.0
广东省,化州,IFnQk,0.0
云南省,建水,PzHAZ,0.0
云南省,云县,DIrSp,0.0
青海省,班玛,PTXCN,0.0
宁夏回族自治区,永宁,RokyE,0.0
新疆维吾尔自治区,巴仑台,Tbgnv,0.0
新疆维吾尔自治区,青河,KUgXP,0.0
新疆维吾尔自治区,乌什,CUUUw,0.0
香港特别行政区,香港天文台,hcBhy,0.0
北京市,通州,UXDVf,0.0
吉林省,长春,mxFBj,0.0
浙江省,庆元,eAFNK,0.0
山东省,青州,OxxJw,0.0
广东省,郁南,qUoQR,0.0
云南省,南华,tJxiW,0.0
西藏自治区,当雄,fXROy,0.0
山西省,沁县,MizAK,0.0
内蒙古自治区,白云鄂博,tPIAd,0.0
吉林省,集安,qTfcE,0.0
黑龙江省,新林,HbMIl,0.0
浙江省,玉环,DoUMx,0.0
福建省,福安,JNJhg,0.0
山东省,峄城,Jchqy,0.0
广东省,茂名,aELXI,0.0
广东省,仁化,aDgrE,0.0
四川省,德格,BLtuX,0.0
西藏自治区,日喀则,wcnpZ,0.0
甘肃省,山丹,rpbil,0.0
河北省,曲阳,KVJiP,0.0
山西省,大同,VZgct,0.0
内蒙古自治区,通辽,LUAqU,0.0
黑龙江省,东宁,tALrP,0.0
浙江省,平湖,TJTpA,0.0
广东省,阳山,cUuBr,0.0
云南省,鹤庆,Oepdl,0.0
甘肃省,玉门,EydtH,0.0
新疆维吾尔自治区,霍城,cuwlP,0.0
新疆维吾尔自治区,裕民,EDyyx,0.0
河北省,平泉,rhIky,0.0
山西省,盂县,YZvdq,0.0
内蒙古自治区,陈巴尔虎旗,RLQwC,0.0
吉林省,汪清,DuMLb,0.0
江西省,广丰区,idTyI,0.0
山东省,泗水,hCYEk,0.0
云南省,永善,PhcCu,0.0
甘肃省,秦安,sSjzn,0.0
江苏省,赣榆,tPkeh,0.0
安徽省,定远,cSxfG,0.0
福建省,将乐,ebxsQ,0.0
山东省,临沂,aGpFP,0.0
河南省,南乐,iJyTs,0.0
广西壮族自治区,梧州,EUqSO,0.0
广西壮族自治区,容县,dhbAc,0.0
贵州省,镇宁,wgmRr,0.0
河北省,东光,BRTol,0.0
内蒙古自治区,武川,LDamn,0.0
黑龙江省,嫩江,vbooM,0.0
浙江省,三门,hsEmE,0.0
山东省,蓬莱,olEzI,0.0
四川省,攀枝花,jrDgO,0.0
四川省,南部,gGLzn,0.0
甘肃省,敦煌,iGqZd,0.0
内蒙古自治区,二连浩特,OJrdF,0.0
内蒙古自治区,林西,pVsnu,0.0
江苏省,海安,EImCv,0.0
江苏省,金湖,LhZvh,0.0
浙江省,义乌,Izail,0.0
江西省,泰和,BKtiM,0.0
山东省,平邑,WxWXe,0.0
山东省,周村,yuEhv,0.0
海南省,三亚,PtnWb,0.0
四川省,小金,ofevQ,0.0
云南省,沧源,eKeha,0.0
云南省,姚安,mcYHb,0.0
河北省,邱县,uEdAG,0.0
山西省,夏县,LetlZ,0.0
山东省,冠县,bxVRB,0.0
湖南省,宁远,PKMwh,0.0
广东省,汕尾,hlwPp,0.0
广西壮族自治区,北流,eDcTO,0.0
四川省,会东,QcLmg,0.0
四川省,荣县,JizVy,0.0
西藏自治区,拉萨,utJQK,0.0
河北省,隆尧,CoRNr,0.0
辽宁省,宽甸,NevSD,0.0
吉林省,磐石,vIHTg,0.0
海南省,儋州,pFFlS,0.0
青海省,曲麻莱,hbAvz,0.0
河北省,新乐,xNnEo,0.0
河北省,永清,DaCoA,0.0
浙江省,椒江,hqPdG,0.0
福建省,龙岩,AVWuS,0.0
福建省,长汀,VDGUO,0.0
江西省,余江,vKOSS,0.0
广西壮族自治区,凤山,CfJOI,0.0
西藏自治区,安多,iVIrH,0.0
青海省,称多查拉沟,IIiyA,0.0
新疆维吾尔自治区,巴音布鲁克,BNxlq,0.0
新疆维吾尔自治区,和静,ZsUMo,0.0
新疆维吾尔自治区,吉木乃,Evjap,0.0
新疆维吾尔自治区,民丰,zxIeh,0.0
山西省,太原,jmHMK,0.0
内蒙古自治区,达尔罕茂明安联合旗,kcVBl,0.0
河南省,民权,UtHHs,0.0
云南省,双江,MBVyg,0.0
西藏自治区,工布江达,nQpHn,0.0
西藏自治区,嘉黎,wNaRI,0.0
山西省,榆次,CKjmA,0.0
内蒙古自治区,准格尔旗,mrfbj,0.0
黑龙江省,宁安,ieErV,0.0
福建省,龙海,icAJc,0.0
湖南省,吉首,gWnFP,0.0
云南省,弥渡,saNmx,0.0
河北省,围场,hbBle,0.0
河北省,赵县,yXSFQ,0.0
上海市,松江,FkyWg,0.0
山东省,沂源,EOZlC,0.0
山东省,沾化,Aesmb,0.0
四川省,高县,ChpSp,0.0
西藏自治区,巴青,szXLh,0.0
新疆维吾尔自治区,呼图壁,RYXfs,0.0
山西省,阳曲,JOoEL,0.0
内蒙古自治区,苏尼特左旗,vHEXp,0.0
内蒙古自治区,乌拉特前旗,qxqVQ,0.0
黑龙江省,林口,CfgiH,0.0
江西省,婺源,QgJYN,0.0
甘肃省,临泽,xVSVN,0.0
河北省,大厂,VzbqG,0.0
内蒙古自治区,伊克乌素,QDdlB,0.0
辽宁省,东港,TDsJF,0.0
黑龙江省,庆安,yTeZo,0.0
黑龙江省,汤原,vroJw,0.0
上海市,浦东,atcMf,0.0
江苏省,涟水,ktyzF,0.0
江西省,会昌,FxLbx,0.0
江西省,乐平,LvdkW,0.0
西藏自治区,洛隆,nIxnv,0.0
河北省,鹿泉,rlWKm,0.0
河北省,安新,UujiJ,0.0
内蒙古自治区,阿尔山,dfCWY,0.0
江苏省,徐州,bWGZQ,0.0
安徽省,石台,QuuWK,0.0
福建省,漳浦,qVMDu,0.0
湖南省,茶陵,cMTxZ,0.0
四川省,北川,Xgqiu,0.0
